Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
3339,20,12,234,42,2160,212,215,139,1635,Commanche,C7755
2975,55,4,90,0,2610,222,231,145,1642,Rawah,C7745
3165,160,14,153,20,1090,234,242,135,2012,Neota,C7202
2790,46,16,268,73,1159,223,202,108,1673,Commanche,C4703
2314,116,25,228,47,295,253,208,67,942,Cache,C2704
2761,146,9,192,31,2597,232,239,139,2081,Commanche,C4704
3057,180,7,616,-32,5895,223,244,156,3020,Rawah,C7745
2794,268,22,42,19,2003,159,243,220,1326,Commanche,C7202
3022,95,35,443,-19,924,250,167,15,1577,Rawah,C7745
2937,210,30,234,96,891,183,251,186,365,Commanche,C4758
3299,24,9,960,183,1710,215,220,141,2754,Commanche,C7757
2995,4,4,258,29,3827,215,232,155,1819,Rawah,C7745
2642,24,18,90,30,2190,207,198,122,977,Commanche,C4703
3164,300,17,335,50,4780,171,231,200,3089,Rawah,C7746
2584,83,4,162,25,1052,225,233,143,1575,Commanche,C2703
2996,27,14,201,33,4068,213,209,129,1024,Rawah,C7745
3220,35,32,242,62,4826,198,152,68,1560,Rawah,C7745
3069,330,9,108,11,3254,198,229,170,446,Rawah,C7745
2853,104,11,42,3,1358,239,226,117,1425,Commanche,C7202
2726,4,13,256,35,1805,202,214,148,3618,Rawah,C4744
2955,90,12,256,-3,4213,239,220,110,2089,Rawah,C7746
2997,34,9,443,-3,3292,219,221,138,5700,Rawah,C7745
2930,168,10,240,19,2522,228,244,147,2596,Commanche,C7757
3341,144,19,631,169,1575,244,232,109,1114,Neota,C7757
3150,323,12,85,11,1956,189,227,178,1926,Rawah,C7745
3070,86,16,351,-25,847,241,212,97,812,Rawah,C7745
3212,66,9,649,191,2621,229,221,124,3021,Commanche,C7755
3235,334,15,335,27,700,185,219,173,1749,Neota,C7202
3213,155,12,242,28,2981,234,241,137,1050,Commanche,C7756
2999,321,12,150,9,297,189,228,179,258,Neota,C7201
3323,340,16,1320,306,1913,185,216,168,1897,Commanche,C8772
2882,342,20,531,176,2808,174,205,168,1832,Rawah,C7745
3240,110,16,256,112,4038,245,221,100,1403,Rawah,C7745
3098,3,19,309,30,3620,190,199,143,799,Rawah,C7745
3127,270,10,192,18,1434,194,244,189,2133,Commanche,C7202
3378,320,11,366,89,1121,191,229,178,2925,Commanche,C7756
3265,177,14,272,59,1734,226,247,150,1710,Commanche,C7757
2071,126,25,242,111,285,252,214,74,474,Cache,C2702
2943,88,6,255,76,3621,230,229,133,5220,Rawah,C7745
3032,135,6,90,9,3038,229,237,142,1343,Commanche,C7756
2648,59,7,255,14,832,226,226,134,1758,Rawah,C7102
3031,8,5,417,56,2969,214,230,153,524,Commanche,C7756
2974,297,9,30,-1,1477,195,237,182,1945,Commanche,C7757
3391,210,8,592,123,3503,214,247,169,192,Commanche,C7755
3208,70,10,636,53,1153,231,221,123,2650,Neota,C7202
2161,6,24,268,88,361,183,186,133,604,Cache,C4703
2983,343,15,201,41,3836,188,215,165,2624,Rawah,C7745
2870,351,6,108,12,3421,209,229,159,3277,Rawah,C4744
3225,243,2,319,29,5947,215,240,163,1724,Rawah,C7201
2618,311,4,331,66,1266,208,237,168,1358,Commanche,C4704
2866,59,10,247,42,845,228,220,125,2650,Commanche,C4704
3041,2,11,60,8,1800,204,218,151,3228,Commanche,C7755
2556,202,19,150,65,2007,208,253,174,870,Commanche,C2705
3136,3,16,170,30,4297,197,209,147,3034,Rawah,C7745
3350,353,11,67,9,2565,201,221,158,618,Commanche,C8772
2839,93,27,382,178,402,250,189,50,1864,Rawah,C7746
3018,67,12,497,178,5610,232,216,115,5042,Rawah,C4744
3416,59,19,180,-28,3227,231,197,91,2265,Rawah,C8703
3054,122,13,480,71,2592,242,229,114,2778,Commanche,C7757
3057,145,23,90,2,4715,245,229,99,3038,Rawah,C7745
3022,203,13,513,126,5414,213,251,171,1121,Rawah,C7746
2930,30,21,443,117,2780,208,190,110,1615,Commanche,C7757
2429,3,24,120,19,853,180,186,137,1127,Commanche,C4703
3048,31,13,192,27,3900,216,210,128,2227,Rawah,C7745
2627,5,29,30,13,2370,170,171,126,6932,Rawah,C7745
3212,323,12,297,63,726,188,227,178,1871,Rawah,C7745
2893,195,11,1100,227,2490,218,249,164,1426,Commanche,C7790
3417,113,6,534,-75,938,231,234,136,604,Neota,C8771
2960,318,18,30,14,426,171,221,189,1714,Commanche,C7700
2814,21,4,67,-3,2504,217,231,151,2555,Rawah,C4744
2585,31,17,127,42,700,214,202,119,990,Rawah,C4201
3187,291,12,671,131,2896,185,238,193,120,Commanche,C7756
3238,298,14,228,42,779,181,235,193,1834,Neota,C7202
3331,255,17,67,-13,5207,177,248,208,782,Rawah,C8771
2914,358,17,30,0,4339,191,206,151,4230,Rawah,C7745
2240,56,32,124,79,684,222,156,44,690,Cache,C4703
3389,316,13,469,61,1544,184,228,183,779,Commanche,C8772
2982,135,9,566,61,5310,235,236,133,2898,Rawah,C7746
2830,240,9,182,-15,752,203,248,182,618,Commanche,C7202
2069,323,35,360,220,330,114,182,195,912,Cache,C2706
2762,80,11,60,-1,1495,234,221,118,2075,Rawah,C7745
3312,121,3,150,21,1664,224,237,148,3240,Neota,C7201
3231,156,3,658,42,4846,223,239,152,2535,Rawah,C8771
3217,358,18,335,57,1529,190,205,150,750,Neota,C7756
3147,29,9,270,47,2524,217,221,139,1631,Rawah,C7745
2720,341,17,30,-3,2564,181,212,168,2096,Commanche,C7700
2801,146,18,60,3,4566,242,235,115,4902,Rawah,C7746
2874,68,11,30,-5,3301,232,218,118,4118,Rawah,C7202
2840,90,5,120,3,3692,227,232,139,6289,Rawah,C4744
3067,38,17,42,13,3023,218,200,112,5797,Rawah,C7745
2863,99,18,85,-14,175,246,213,89,1065,Rawah,C7745
2975,220,11,750,218,1237,207,251,179,1869,Commanche,C7756
3047,45,1,891,128,5508,219,236,154,5610,Rawah,C4744
3026,318,11,300,60,566,191,230,179,484,Neota,C7201
3020,25,15,376,161,1423,212,207,129,3300,Commanche,C7755
2972,116,18,218,27,612,248,220,95,2659,Rawah,C7745
2786,26,8,95,9,1657,216,222,142,2496,Commanche,C7702
2941,95,21,607,-84,706,248,203,72,1572,Rawah,C7746
2578,65,12,330,-41,1044,232,215,113,361,Rawah,C7201
3190,108,14,212,13,5381,243,223,107,3021,Rawah,C7745
3273,104,7,192,26,1634,232,231,131,2145,Commanche,C7756
3392,235,15,573,141,3498,193,252,194,361,Commanche,C7755
2774,127,14,469,145,2670,243,230,112,2038,Commanche,C4703
3076,82,7,420,-106,1703,230,228,132,1237,Rawah,C7202
2745,162,20,201,39,511,235,241,127,612,Rawah,C7746
2830,79,46,108,0,309,229,116,0,1579,Rawah,C7746
3181,58,13,85,2,2791,229,211,113,1839,Commanche,C7755
2326,144,4,371,107,752,226,239,148,459,Cache,C2717
2929,70,13,108,26,4625,234,213,108,1633,Rawah,C7746
2870,354,21,30,11,816,181,198,152,1269,Commanche,C7700
3248,143,20,591,132,2555,244,231,106,2659,Commanche,C7757
2947,288,14,342,105,810,180,238,198,1805,Commanche,C7756
3180,4,11,60,4,2361,206,220,151,2430,Rawah,C7746
3364,120,13,30,6,4402,241,229,115,4134,Commanche,C7202
2890,101,11,631,58,420,239,225,115,1195,Commanche,C4704
2911,66,3,30,0,1652,222,233,147,1816,Rawah,C7745
2871,254,20,437,225,1221,169,248,214,1765,Commanche,C7757
3197,320,7,150,-16,3233,201,233,171,1348,Rawah,C7745
2378,358,33,30,22,576,151,160,132,1266,Cache,C4703
3114,105,19,42,8,1249,249,213,85,2230,Rawah,C7746
3180,248,8,120,13,1082,204,246,180,153,Commanche,C7202
3198,244,24,283,61,806,166,251,216,4809,Neota,C7201
2831,41,10,42,1,1224,221,219,132,2421,Commanche,C7755
3050,5,9,67,10,4637,209,223,152,573,Rawah,C7745
3004,45,14,134,38,1931,223,210,118,1302,Rawah,C7745
2558,326,21,295,95,725,164,211,185,765,Cache,C2717
3326,181,18,42,9,2121,223,248,151,3660,Neota,C7756
2920,4,15,674,154,2345,200,211,147,702,Commanche,C4704
2985,331,8,67,17,5928,201,230,168,3483,Rawah,C7745
2873,196,34,283,-21,2293,192,245,162,1677,Commanche,C4758
3197,45,12,560,111,3039,223,214,123,1812,Commanche,C7755
2988,350,9,426,69,5042,203,224,160,5771,Rawah,C7102
3104,231,23,547,183,3085,177,253,206,2356,Commanche,C7755
3313,296,6,330,32,3480,203,238,175,1486,Rawah,C8772
2708,93,9,85,5,1209,234,227,125,624,Commanche,C4704
2620,106,17,30,-3,1341,247,217,93,1489,Commanche,C2704
3077,144,10,192,38,551,235,238,134,1348,Rawah,C7202
2988,89,14,180,32,4297,240,217,104,836,Rawah,C7745
2590,85,11,108,21,1418,236,222,116,1454,Commanche,C4704
2648,58,4,120,6,150,223,230,143,631,Commanche,C4704
3159,45,1,395,0,3958,219,236,154,4530,Rawah,C7745
3102,291,4,30,1,5456,208,239,169,3083,Rawah,C7202
3154,69,14,108,-15,1530,234,212,107,2335,Rawah,C7201
3165,180,8,95,-9,3532,223,245,155,4650,Rawah,C7745
3084,161,10,150,20,1805,230,243,143,2038,Commanche,C7202
3057,268,5,594,137,3141,206,242,175,1947,Commanche,C7202
3063,305,34,120,67,577,110,200,220,2279,Rawah,C7746
3167,75,16,60,4,4812,238,207,95,1377,Rawah,C7746
2810,255,18,361,90,400,177,249,208,2010,Commanche,C4703
2706,108,8,212,-4,1976,235,231,128,2697,Commanche,C7756
2943,348,16,67,13,618,188,212,161,1216,Commanche,C7700
2697,130,11,67,7,1651,238,234,125,2412,Commanche,C2705
3220,130,11,541,104,2736,238,234,124,2866,Commanche,C7757
2361,111,16,162,39,175,246,221,98,685,Commanche,C2705
3087,290,12,242,33,573,187,238,191,953,Commanche,C7756
2781,45,6,446,64,698,222,226,139,2549,Rawah,C7745
2730,76,35,90,58,1482,238,153,15,1034,Commanche,C4758
3088,310,11,90,21,4711,191,233,182,2406,Rawah,C7745
2874,44,16,240,22,417,222,204,112,1765,Commanche,C7756
3068,294,16,42,3,3650,173,234,201,1101,Commanche,C7201
2680,302,14,30,10,495,179,233,193,451,Rawah,C7745
3059,358,21,134,38,1677,183,197,148,1604,Commanche,C7755
2752,56,14,335,16,1433,228,208,110,2375,Rawah,C7745
2845,199,19,218,13,1154,210,253,170,1742,Commanche,C2705
2809,35,15,402,93,1879,217,206,120,939,Commanche,C4704
3147,176,15,0,0,2249,227,247,148,3388,Rawah,C7745
3084,139,9,234,45,592,234,238,135,1387,Rawah,C7202
2893,27,1,255,61,866,218,236,155,1543,Commanche,C4704
3257,73,5,402,-16,860,226,230,139,3068,Neota,C7202
2932,35,19,95,9,443,215,195,110,1510,Commanche,C7700
2951,79,20,323,148,335,242,199,78,1461,Rawah,C7745
2719,30,14,60,13,983,215,208,126,1650,Rawah,C4744
2815,124,24,95,-14,2958,252,214,75,1492,Commanche,C4758
3192,53,9,808,171,2495,226,220,128,3121,Commanche,C7755
3346,14,20,499,143,5001,198,196,130,361,Rawah,C8771
3094,203,4,376,-26,2186,218,243,161,1747,Commanche,C7756
3191,171,6,319,59,3057,224,243,153,3553,Rawah,C8772
3217,288,3,424,27,5943,211,239,166,1879,Rawah,C7201
2537,101,8,153,-5,541,235,229,126,1072,Rawah,C4201
2914,225,13,67,4,979,201,252,185,577,Commanche,C7202
3290,311,9,592,90,3695,196,234,178,3950,Rawah,C8771
2825,141,12,255,74,636,238,237,127,2799,Commanche,C4704
3119,7,14,175,19,3432,201,211,145,2912,Rawah,C7700
3155,0,2,210,13,3207,216,235,156,4185,Rawah,C7202
3358,146,9,285,29,849,232,239,139,4156,Neota,C7756
3059,341,11,0,0,3734,197,224,165,1831,Commanche,C7201
2928,28,15,451,39,2510,213,207,126,1377,Commanche,C7755
3187,22,13,60,4,3247,212,213,136,3312,Commanche,C7700
3213,357,19,470,136,3223,187,202,150,1710,Commanche,C7755
3289,201,28,335,132,2513,195,251,174,1015,Commanche,C7757
2952,23,13,0,0,864,212,213,135,2252,Commanche,C7700
3099,140,8,30,1,5202,233,238,136,150,Rawah,C7745
3054,74,20,297,-42,726,239,197,80,1064,Rawah,C7745
1990,104,29,190,78,201,253,190,44,660,Cache,C2704
2738,124,5,0,0,1657,229,236,140,2476,Rawah,C7102
3296,34,19,691,230,859,214,194,110,626,Rawah,C7201
3210,13,4,800,66,1080,215,231,152,2138,Commanche,C7756
2519,61,7,306,-16,541,226,225,133,591,Rawah,C7202
2827,12,22,134,36,1908,191,189,128,1357,Commanche,C7757
2649,112,5,300,0,497,229,234,139,1355,Rawah,C4744
2745,23,15,153,31,2454,210,207,130,2341,Rawah,C7745
2554,91,12,256,43,690,239,220,109,124,Rawah,C7745
2753,48,29,547,243,1008,216,163,62,771,Commanche,C7757
2580,54,13,335,54,892,227,211,115,3632,Rawah,C7745
3626,51,28,1082,392,2512,221,168,63,1337,Rawah,C8776
2709,55,4,175,14,2100,222,231,145,4226,Rawah,C4744
3238,197,20,313,62,624,210,252,169,1090,Rawah,C7201
2609,74,13,30,0,108,235,215,109,1510,Rawah,C7745
2961,66,11,277,21,2067,231,218,118,594,Commanche,C7755
3245,69,12,0,0,2440,233,216,113,2898,Rawah,C7745
2765,86,22,270,109,277,246,197,69,1770,Rawah,C7746
3129,113,34,382,117,3281,254,182,25,1905,Commanche,C7757
3321,127,12,60,-1,1350,240,232,119,1449,Commanche,C7755
2510,57,11,60,16,216,228,217,121,541,Cache,C4703
3213,83,14,531,122,484,239,214,102,847,Commanche,C7755
2098,260,22,30,23,1022,163,246,218,283,Cache,C4703
3152,207,12,218,43,150,212,251,173,3114,Commanche,C7202
3076,41,21,0,0,2718,218,190,98,4049,Rawah,C7201
2915,73,25,30,-8,430,240,184,61,2393,Rawah,C7746
2793,86,12,0,0,2826,237,221,113,2048,Commanche,C7700
3231,296,23,182,29,4277,149,226,214,1442,Rawah,C8771
2407,284,12,42,1,446,187,240,192,342,Cache,C4703
3100,163,11,424,-8,6405,231,243,143,2724,Rawah,C7102
3036,161,10,90,23,600,230,243,143,1082,Commanche,C7202
2989,327,15,150,39,437,183,223,178,716,Neota,C7201
2815,6,12,685,-16,424,205,217,148,1100,Commanche,C4704
2845,215,25,170,90,2979,187,254,192,1298,Commanche,C2705
3277,129,15,67,22,5937,243,230,112,418,Rawah,C8771
3356,270,5,451,135,2021,206,242,174,2301,Neota,C7756
2551,172,11,319,97,708,228,245,148,997,Commanche,C2705
3153,353,8,85,6,2416,207,227,158,2689,Rawah,C7746
3136,201,6,30,1,730,218,245,163,2370,Neota,C7101
3140,78,10,190,24,360,233,222,120,2297,Rawah,C7202
2195,320,12,258,57,601,189,228,180,1653,Cache,C4703
3217,232,9,30,3,5035,206,248,179,418,Rawah,C7201
2829,135,2,218,19,1994,222,238,152,2384,Rawah,C7746
3045,38,12,1116,247,3150,220,214,127,1087,Commanche,C4703
2614,292,23,120,47,1253,151,229,216,797,Commanche,C7757
3303,259,22,360,74,3345,162,246,219,1379,Commanche,C7756
3253,147,15,300,63,1588,239,237,124,1321,Neota,C7757
3204,56,18,459,33,2084,229,200,98,1801,Commanche,C7757
3229,45,7,510,81,5745,222,225,138,2491,Rawah,C7745
3142,220,7,95,6,932,212,247,172,4837,Neota,C7201
2810,118,16,108,26,2218,246,224,102,1454,Rawah,C7746
2600,235,8,134,61,1209,207,247,177,573,Commanche,C4704
2828,68,30,108,60,1900,234,165,40,1513,Commanche,C4758
2867,194,15,124,28,1075,217,251,164,2378,Commanche,C7757
3077,25,7,319,42,2190,217,225,145,1295,Rawah,C7745
3267,22,13,277,44,4418,211,211,134,2067,Commanche,C7201
3015,73,8,150,6,2893,230,225,128,722,Rawah,C7745
2759,229,30,218,135,658,162,251,212,1598,Commanche,C4758
2433,83,6,42,-4,1854,229,230,135,268,Commanche,C4703
2534,113,12,124,16,30,240,228,117,664,Cache,C2717
2952,97,21,573,22,446,248,205,75,711,Commanche,C7757
2932,171,10,319,6,4455,227,245,150,5774,Rawah,C7745
3045,6,9,0,0,2116,210,223,151,1440,Rawah,C7202
2420,18,17,30,1,371,205,202,130,1263,Cache,C4704
3050,18,10,570,16,6400,213,220,143,3450,Rawah,C7745
2704,297,4,150,19,1624,208,238,169,3607,Rawah,C4744
3176,121,1,162,-7,2014,221,237,152,685,Rawah,C7202
3099,31,11,362,30,5060,217,216,133,2792,Rawah,C7746
3188,243,16,524,97,3925,187,251,200,927,Commanche,C7757
3235,89,20,600,160,4139,245,205,80,3481,Rawah,C7745
2888,7,10,458,90,3321,208,220,149,571,Commanche,C7757
2888,160,5,379,40,2718,225,241,150,2393,Rawah,C7202
3367,71,17,150,-24,3645,236,205,95,2641,Rawah,C8708
2506,339,16,484,76,365,184,215,169,895,Cache,C2717
3193,262,24,228,54,4669,154,243,224,3396,Rawah,C7745
3512,102,19,797,227,2278,248,212,86,1431,Rawah,C8776
2904,211,14,150,35,3270,208,252,178,2903,Rawah,C7745
2674,110,16,150,-14,1131,246,220,97,2230,Rawah,C7746
3067,80,5,488,63,5766,227,230,137,4119,Rawah,C7745
2959,64,21,360,159,379,234,192,81,1390,Rawah,C7745
3156,339,17,339,70,3150,181,213,170,2504,Commanche,C7755
3185,76,6,488,92,3029,228,229,136,3404,Rawah,C7746
3056,50,16,60,-5,2647,225,203,107,1302,Commanche,C7201
3067,166,9,182,26,700,228,243,148,1471,Commanche,C7201
3080,201,22,42,16,2433,205,253,173,957,Commanche,C7202
2913,37,11,395,24,2457,219,215,129,1361,Commanche,C7755
3172,357,13,450,102,3092,198,215,154,2609,Commanche,C7756
2168,350,23,30,12,210,172,195,157,579,Cache,C4703
2938,153,14,402,86,3187,236,240,132,3472,Rawah,C4744
2425,313,18,295,-37,30,170,224,193,459,Cache,C4703
2707,32,12,391,45,443,217,214,131,1061,Commanche,C4704
3031,225,1,124,4,6496,217,239,159,3017,Rawah,C7745
3278,181,22,560,-52,484,222,247,147,3190,Neota,C7202
2978,38,21,331,56,4802,215,190,102,3471,Rawah,C7745
3219,76,9,0,0,2407,231,224,126,2679,Rawah,C8771
2429,182,28,150,71,485,216,245,143,1113,Cache,C2705
3105,308,6,30,2,1315,204,236,171,1423,Neota,C7700
2764,146,21,175,56,1530,244,232,106,2379,Commanche,C4703
2540,185,25,108,31,2092,216,248,150,955,Commanche,C2705
3253,313,12,573,76,4351,188,231,183,911,Commanche,C7756
3204,260,4,108,9,5376,210,242,170,1116,Rawah,C7745
3049,317,12,124,19,2586,187,229,182,2918,Rawah,C7202
3192,172,14,60,1,1997,229,246,145,1611,Commanche,C7757
2850,2,14,150,39,150,200,214,150,391,Rawah,C7746
3295,316,24,706,96,793,148,211,199,997,Neota,C7201
2861,30,4,458,58,2240,218,231,149,1905,Rawah,C4744
3300,72,2,285,76,1260,222,234,149,2359,Rawah,C8776
3079,88,16,319,123,700,242,211,93,2892,Commanche,C7757
2583,102,11,162,19,1006,239,225,116,450,Rawah,C7746
3001,4,21,95,29,2640,188,195,140,924,Commanche,C7755
2820,250,13,421,107,313,190,249,196,1956,Commanche,C4703
2844,182,16,216,96,1801,223,249,153,1075,Commanche,C4758
3347,345,16,446,64,3542,186,212,164,3402,Commanche,C8776
2445,71,26,67,2,834,238,179,57,819,Cache,C2702
2738,349,6,309,70,1834,209,230,159,1849,Rawah,C4744
2424,76,12,30,-7,1746,234,218,114,228,Commanche,C4703
3379,270,6,309,44,3528,205,242,176,2313,Commanche,C8771
2701,18,18,295,-17,2760,203,199,129,2429,Commanche,C4703
3021,72,9,42,3,1254,231,222,123,2571,Rawah,C7745
2882,116,15,60,-2,3320,245,224,104,2761,Rawah,C7745
2892,302,21,182,46,5229,158,225,206,661,Rawah,C7745
2904,86,4,85,14,4972,225,233,144,1364,Rawah,C7745
3260,261,12,524,117,4360,189,246,195,1276,Rawah,C7745
3250,20,12,845,49,3983,211,213,137,2649,Rawah,C7202
3115,297,13,0,0,4849,183,235,192,1170,Rawah,C7201
3023,310,19,150,63,2460,164,223,198,1080,Commanche,C7755
2021,330,34,85,17,124,120,176,183,607,Cache,C4703
3193,29,8,212,-20,2940,217,222,140,1486,Rawah,C7745
2604,161,19,67,4,1442,235,241,128,365,Commanche,C4704
2513,305,9,323,81,301,195,235,181,1849,Cache,C4703
3224,6,11,604,11,2219,207,219,149,1150,Commanche,C7755
2941,26,12,485,110,2913,214,213,133,3313,Rawah,C4744
2971,20,11,295,38,4667,212,217,140,3896,Rawah,C7745
3087,22,25,124,11,1233,195,177,108,797,Rawah,C7201
3256,234,8,518,65,1289,206,248,178,2164,Rawah,C7745
2960,88,16,175,65,5114,242,213,96,331,Rawah,C7746
3267,137,11,192,34,1905,237,236,129,1507,Rawah,C7202
2845,146,11,212,34,1422,235,239,134,3048,Commanche,C7202
3222,334,7,0,0,4604,204,231,166,390,Rawah,C8771
3123,107,8,256,33,1099,234,231,129,1794,Rawah,C7201
2400,254,27,457,75,277,147,245,228,797,Cache,C4703
3011,99,5,90,15,847,228,233,140,1445,Commanche,C7202
2584,144,11,150,41,990,236,238,131,277,Rawah,C7745
2692,73,9,295,79,2446,230,223,126,2370,Commanche,C4703
3201,217,10,30,-1,3407,210,250,175,1410,Commanche,C7202
2974,169,19,1077,179,2676,231,244,136,1230,Commanche,C4758
2969,84,12,268,49,3707,237,220,113,2037,Rawah,C4744
2548,192,8,134,18,2084,220,247,161,1943,Commanche,C2703
2560,98,2,591,15,1095,222,236,151,1369,Commanche,C2703
3296,216,13,451,73,2940,207,252,179,3181,Commanche,C7756
3156,317,12,90,17,4521,187,229,182,3529,Rawah,C7745
3187,127,20,700,-19,1458,248,223,94,2656,Commanche,C7757
3324,64,14,162,39,1732,232,210,107,1888,Rawah,C8772
2842,339,7,42,0,3174,204,230,164,2434,Rawah,C7745
3270,315,9,30,5,6314,197,233,176,0,Rawah,C7202
2957,299,16,408,49,5206,174,232,198,1740,Rawah,C7745
2643,347,10,201,26,579,201,224,162,1237,Rawah,C7745
2910,67,14,85,-9,690,233,212,109,1410,Commanche,C7756
3322,354,7,0,0,3012,208,227,157,2120,Rawah,C8771
3254,49,10,0,0,2929,224,218,126,2524,Rawah,C8772
3477,302,8,255,31,5240,199,237,177,4170,Commanche,C8771
3152,101,26,268,84,1777,252,196,56,2671,Rawah,C7745
3050,183,13,297,-29,5940,223,248,156,2713,Rawah,C7745
3228,352,7,30,0,547,208,229,158,1116,Neota,C6101
3121,340,13,60,12,1012,191,220,168,2072,Rawah,C7201
3354,164,14,342,62,3065,232,244,140,1148,Commanche,C7756
3236,344,10,67,16,3435,201,225,163,1879,Rawah,C7745
2966,8,13,552,195,638,205,214,145,1384,Commanche,C7756
3048,140,4,467,28,4618,226,238,147,1248,Rawah,C7745
3342,35,13,234,42,2175,218,211,126,1677,Commanche,C7755
3351,310,8,579,159,760,197,234,177,553,Neota,C7757
2492,90,18,212,55,342,245,208,85,1008,Commanche,C2703
2879,285,27,361,245,1321,134,227,228,1584,Commanche,C7757
2897,35,21,335,92,2423,213,190,105,1398,Commanche,C7790
3010,347,23,108,18,3500,171,197,160,2001,Commanche,C7700
2838,79,31,240,-80,331,242,168,33,2489,Rawah,C7746
3034,124,9,30,5,1253,235,234,129,2496,Rawah,C7745
3068,39,16,30,-3,1387,219,204,116,883,Rawah,C7202
2959,231,15,306,149,1875,196,252,192,1024,Commanche,C4758
3129,348,10,417,23,3468,201,223,161,4502,Rawah,C7745
3295,24,10,153,24,5810,215,218,140,624,Rawah,C8771
3021,94,19,300,97,4434,247,207,81,2193,Rawah,C7745
3077,63,20,360,8,3515,233,196,86,4924,Rawah,C7745
3135,239,33,124,53,2685,143,246,225,1348,Commanche,C7757
3050,81,14,0,0,1434,238,214,104,2439,Rawah,C7102
3168,304,14,201,25,4670,180,232,192,1154,Rawah,C7201
2986,146,2,150,22,3651,221,238,153,2363,Rawah,C7745
2906,360,26,297,57,2382,171,181,139,1254,Commanche,C7757
2598,339,4,60,-10,1140,211,234,161,421,Rawah,C6101
2797,115,16,234,90,2310,246,222,99,636,Commanche,C4703
3130,159,11,485,-44,1020,232,242,140,1130,Rawah,C7746
2216,1,21,379,140,511,184,194,143,234,Cache,C4703
3118,49,21,474,199,2227,223,190,91,2382,Commanche,C7757
2871,315,13,67,5,1583,184,229,184,1273,Rawah,C7745
3182,347,13,624,-8,3284,196,219,162,3261,Rawah,C7746
3210,209,10,150,2,3513,213,249,171,1530,Commanche,C7756
2784,173,19,90,17,700,228,246,141,2931,Commanche,C4704
3016,209,23,270,4,2081,197,254,183,1953,Commanche,C7202
3418,300,37,127,38,2905,97,198,228,2285,Rawah,C8776
2949,99,10,90,17,4397,236,227,121,5352,Rawah,C7745
3203,65,16,192,30,5380,234,206,99,1680,Rawah,C7745
2984,274,10,319,68,4676,194,243,188,1974,Rawah,C4744
2712,136,14,300,1,1963,240,234,120,2687,Commanche,C2703
3136,130,11,721,-6,484,239,234,123,1660,Neota,C7201
2696,125,11,268,68,3568,239,232,121,2438,Commanche,C4704
2990,291,11,255,100,2089,190,238,188,1146,Commanche,C7757
2743,166,22,469,13,2445,232,242,129,2202,Commanche,C2705
3070,348,13,216,64,1637,196,219,161,2126,Rawah,C7745
2991,148,10,258,26,5094,234,239,136,5966,Rawah,C4744
2448,333,20,30,17,1231,169,209,177,342,Cache,C4703
2716,186,33,90,-39,1767,205,241,144,1325,Commanche,C4758
2967,350,8,212,13,5043,205,226,159,2513,Rawah,C7745
3052,238,6,90,-4,3277,209,245,174,1249,Commanche,C7756
3164,298,22,323,72,268,155,227,210,1084,Neota,C7201
3376,167,21,134,21,2865,232,243,132,778,Commanche,C8703
3215,153,14,469,113,361,236,240,132,4388,Neota,C7201
2692,323,17,153,41,1926,176,221,184,2233,Commanche,C4703
2783,347,5,295,51,1565,210,231,160,2508,Rawah,C4744
2393,117,15,402,78,488,244,225,106,1103,Cache,C2704
3086,48,17,366,0,3878,224,200,104,3643,Rawah,C7745
3221,329,18,684,31,1908,176,217,179,454,Commanche,C7202
3198,142,16,30,3,1606,242,234,116,1503,Rawah,C7745
3017,331,21,594,244,741,167,209,180,1429,Commanche,C7757
3095,112,5,30,-2,3998,229,234,139,1269,Rawah,C7202
2386,117,11,216,27,1282,238,230,121,661,Cache,C2717
3312,17,15,644,108,1020,207,208,135,514,Rawah,C8771
3257,260,7,331,78,4526,204,244,178,1448,Rawah,C8771
3001,36,12,30,11,3451,219,213,128,2014,Rawah,C7745
3049,173,10,216,-50,778,226,245,151,1398,Rawah,C7202
2804,64,13,0,0,1634,232,212,110,1786,Commanche,C6102
3002,129,6,180,25,4745,231,236,138,3448,Rawah,C7745
2379,323,11,85,14,1075,191,228,177,792,Cache,C4703
3205,29,6,127,9,5660,218,227,145,850,Rawah,C7201
2786,70,25,450,112,480,238,184,63,2393,Rawah,C7700
3120,290,10,153,0,2192,191,239,188,2212,Commanche,C7756
2884,188,24,120,44,541,214,249,155,1188,Commanche,C4758
2817,157,16,42,0,3827,236,241,130,3221,Rawah,C7746
3053,348,15,134,30,2305,191,214,161,1816,Commanche,C7756
3037,13,21,255,73,2433,194,191,128,1273,Commanche,C7700
3062,344,6,0,0,4239,208,230,161,2305,Rawah,C7202
3259,354,9,268,77,2704,205,224,157,2525,Commanche,C7700
3086,188,10,330,17,918,221,248,159,3094,Commanche,C7755
3067,15,14,541,208,1577,207,210,138,3328,Commanche,C7755
2933,40,13,216,-3,706,221,212,124,1543,Commanche,C7756
3148,295,5,297,4,1974,206,238,172,816,Commanche,C7756
3172,76,10,182,3,1243,232,222,121,1209,Rawah,C7745
