Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2874,274,15,323,75,942,178,242,203,1883,Commanche,C4758,0
3207,79,14,616,126,1440,238,214,104,3422,Commanche,C7757,0
2811,9,10,0,0,908,209,219,148,2103,Commanche,C7700,1
3095,257,11,391,29,2420,193,247,192,2495,Commanche,C7756,1
2990,14,4,331,17,2796,216,231,153,30,Rawah,C7102,0
3041,121,12,726,-51,5911,241,230,116,3122,Rawah,C7745,1
2841,143,9,283,60,1530,233,238,136,1398,Commanche,C4704,1
3221,168,10,0,0,2305,228,244,147,3072,Rawah,C7745,0
3240,173,8,371,37,4659,225,244,152,745,Rawah,C7745,1
2893,77,13,85,7,6012,236,215,107,4682,Rawah,C7745,1
2933,38,6,0,0,2081,220,227,143,2784,Commanche,C7202,1
3301,20,8,175,46,5756,215,224,145,661,Rawah,C8771,0
2294,294,25,150,52,830,141,224,219,362,Cache,C4703,2
3067,206,10,361,-22,6005,214,250,170,2766,Rawah,C7745,1
2866,95,19,516,117,1570,247,208,82,771,Commanche,C4758,1
3158,268,19,300,80,3000,169,244,213,212,Commanche,C4758,1
2060,83,33,212,112,256,244,163,21,532,Cache,C2702,2
2140,28,39,283,191,319,176,129,61,212,Cache,C4703,2
2838,15,11,150,15,1207,210,216,142,2358,Commanche,C4758,1
3282,203,11,162,23,3267,215,250,169,1436,Commanche,C7756,0
3435,322,19,591,100,1722,167,217,188,598,Commanche,C8772,6
3164,74,3,85,2,4019,224,233,144,474,Commanche,C7202,0
3021,349,13,268,41,509,195,218,161,1493,Commanche,C7756,1
3192,73,54,190,86,3958,209,80,0,1201,Rawah,C7746,0
2846,189,17,218,68,1914,219,250,159,2132,Commanche,C4758,1
3008,57,16,270,63,3017,229,203,102,1381,Commanche,C7756,0
3182,56,3,510,40,3087,222,232,146,4128,Rawah,C7745,0
2717,221,28,295,-24,1358,174,253,201,1015,Commanche,C2704,1
3073,304,9,60,9,2534,196,236,180,1932,Commanche,C7756,1
3129,120,14,67,12,618,243,228,111,1784,Commanche,C7756,1
3074,63,4,309,43,1410,224,231,143,2792,Rawah,C7745,0
3291,295,15,376,45,849,175,234,199,1470,Neota,C7202,0
2527,178,14,0,0,1110,225,248,151,1507,Commanche,C2705,5
3297,344,4,362,73,1080,211,233,160,2244,Rawah,C8776,6
3239,136,14,360,9,4323,240,234,120,1045,Rawah,C7745,1
2867,84,12,0,0,5566,237,220,113,940,Rawah,C7202,1
2443,77,19,212,49,607,240,201,84,1061,Commanche,C4703,5
3376,105,12,201,37,2654,240,225,113,2414,Rawah,C8772,6
2851,318,28,242,60,1342,136,203,201,2550,Commanche,C7757,1
2900,293,5,150,4,5261,205,239,173,5305,Rawah,C6101,1
2974,108,18,150,39,2206,247,217,92,808,Rawah,C7746,1
2879,234,33,150,90,2568,147,247,221,1812,Commanche,C4758,0
2903,90,18,67,17,5923,244,209,89,4719,Rawah,C7746,1
2846,339,17,95,1,1731,182,214,170,2518,Commanche,C7757,1
2971,82,22,60,-15,819,244,195,70,837,Rawah,C7745,0
2907,13,4,362,72,3061,215,231,152,2166,Rawah,C4744,1
3296,128,3,85,11,4589,224,237,149,3900,Commanche,C7202,0
3264,144,21,560,103,1142,244,231,106,1861,Neota,C4758,0
3416,348,9,612,77,1492,203,225,161,1471,Commanche,C8771,6
3083,100,9,339,98,3663,236,227,122,2609,Rawah,C7746,0
3325,336,30,268,99,3499,139,184,175,3905,Rawah,C8772,0
2595,96,19,228,64,845,246,210,85,558,Rawah,C7746,1
3102,150,7,0,0,641,229,240,144,1899,Rawah,C7202,0
3074,358,7,67,8,1708,209,227,156,1114,Commanche,C7202,0
2452,279,10,404,229,1074,192,242,189,878,Cache,C2717,2
2311,30,7,0,0,1230,218,226,143,150,Cache,C2717,3
3105,347,11,192,16,3880,198,222,162,1061,Rawah,C7745,0
2651,76,6,339,55,1124,228,229,136,849,Commanche,C4704,2
3004,198,2,658,95,5671,218,241,159,2996,Rawah,C7746,1
2690,76,11,150,41,1951,234,220,117,930,Commanche,C4703,1
2358,269,25,85,21,212,147,240,227,212,Commanche,C5101,5
2736,284,12,30,1,1687,185,240,194,1036,Commanche,C7202,4
2513,67,27,0,0,882,235,176,56,1015,Commanche,C2705,1
3340,325,16,680,47,2324,178,220,181,997,Commanche,C7756,0
2511,49,5,268,10,1100,222,228,141,4173,Rawah,C6731,1
2691,4,18,309,88,1499,193,202,144,2685,Commanche,C4703,1
2312,51,25,67,28,993,223,179,77,759,Cache,C2717,2
3113,34,20,750,53,1577,213,193,109,2268,Commanche,C7757,0
3085,78,15,212,26,1583,238,211,100,2638,Rawah,C7745,1
3127,332,14,300,30,366,187,222,174,1824,Neota,C7201,0
3014,69,13,0,0,5148,233,214,110,1866,Rawah,C7202,0
3290,103,19,285,-53,2330,248,212,85,4347,Neota,C8772,0
2932,87,14,30,6,4799,240,215,102,2412,Rawah,C7745,0
2985,175,17,240,21,1606,227,247,146,1092,Rawah,C7202,1
2529,27,17,30,5,541,211,201,122,3197,Rawah,C7102,1
2346,1,11,210,63,1301,204,219,152,1020,Cache,C4704,5
3162,358,16,192,26,4053,193,209,152,1027,Commanche,C7700,0
2778,123,14,150,-24,781,243,229,112,2206,Rawah,C7745,1
3128,136,14,90,-5,3195,241,234,118,793,Commanche,C7202,1
2928,2,21,612,59,2221,186,196,143,1436,Commanche,C7755,1
2853,358,9,124,19,488,207,224,155,485,Commanche,C7755,1
3165,22,29,295,93,1095,188,165,98,649,Rawah,C7201,0
2270,193,27,42,14,1657,206,249,162,1022,Cache,C2702,5
3265,307,15,474,137,3640,179,230,191,1961,Commanche,C7757,0
2965,11,4,511,68,4183,216,232,153,5521,Rawah,C4744,1
3001,289,24,240,72,5867,145,228,220,1549,Rawah,C7745,0
2978,176,10,360,59,5454,226,246,152,3338,Rawah,C7745,1
3009,164,20,150,6,566,234,241,128,1691,Rawah,C7746,1
3158,147,16,780,117,990,240,237,122,2060,Commanche,C7757,1
2839,231,25,420,144,1307,174,253,208,1477,Commanche,C7710,1
3225,113,14,90,13,4159,244,224,107,1860,Rawah,C7202,0
2956,184,13,570,54,2791,223,249,156,2172,Commanche,C7702,1
2695,118,39,162,104,1284,251,174,9,890,Commanche,C4758,1
2273,322,31,201,109,1308,125,191,197,780,Cache,C4703,5
2967,151,11,362,37,3439,234,240,136,1172,Rawah,C4744,1
2366,10,8,190,29,1426,211,224,149,426,Cache,C2717,2
2625,112,7,277,31,525,232,233,133,1441,Rawah,C4744,1
3078,169,7,108,14,1766,226,243,151,2040,Commanche,C7202,0
2937,2,16,170,28,2538,196,208,148,1943,Commanche,C7757,0
2775,306,15,175,89,3073,176,230,193,6284,Rawah,C7745,0
3185,349,8,752,72,3371,206,227,160,3747,Rawah,C7745,0
3199,119,21,426,107,339,250,217,84,4027,Neota,C7201,1
2638,11,23,0,0,1771,188,186,128,6876,Rawah,C7745,1
3177,124,3,85,3,5284,225,237,146,2856,Rawah,C7202,1
2720,79,8,258,-7,1445,231,226,128,3833,Rawah,C4744,1
2762,75,19,256,4,1742,240,200,82,2430,Rawah,C4744,1
3285,92,5,30,-4,3894,229,231,137,2188,Rawah,C8771,6
3108,326,26,124,33,4470,148,202,189,1172,Rawah,C7201,0
2957,308,14,300,36,1687,180,230,190,524,Commanche,C7755,1
2684,352,18,108,40,258,187,208,157,731,Rawah,C7745,1
3164,174,20,258,73,3693,227,246,141,743,Commanche,C7757,1
2995,7,11,120,-17,990,206,217,148,2193,Commanche,C7756,0
3125,25,21,124,12,1638,205,190,115,1894,Commanche,C7700,0
2587,110,15,60,11,1328,244,222,103,765,Rawah,C7746,1
3208,304,39,182,37,2173,87,188,226,3097,Rawah,C7745,0
2787,309,27,421,228,1181,138,211,209,871,Commanche,C7757,5
2895,6,19,30,7,309,193,199,140,2230,Rawah,C7745,1
2927,173,8,604,72,2669,225,244,152,1846,Commanche,C7702,4
2995,75,20,324,56,1571,240,198,80,2442,Commanche,C7202,1
3189,128,15,361,44,1366,244,229,110,1697,Commanche,C4758,1
3252,320,15,150,16,2017,181,225,183,324,Commanche,C8703,6
3004,67,12,30,5,5009,232,216,115,3284,Rawah,C7745,1
3065,40,24,300,18,4810,214,180,90,3158,Rawah,C7745,0
3160,81,6,390,98,4176,228,230,136,883,Rawah,C7745,1
2784,340,22,127,3,2279,168,202,169,967,Commanche,C7757,1
2278,283,20,127,-19,485,161,237,214,469,Cache,C4703,2
3083,346,21,285,23,1203,173,201,162,2223,Commanche,C7757,0
3003,2,22,690,134,2445,183,192,140,1954,Commanche,C7700,1
2955,352,2,216,53,3492,216,236,157,1591,Rawah,C7745,1
3198,80,16,0,0,1575,240,209,94,2809,Rawah,C7745,0
3060,117,3,201,2,2905,225,236,146,900,Rawah,C7745,1
3131,6,18,485,-9,2160,195,201,140,1273,Commanche,C7756,1
3036,48,14,942,217,1124,224,209,116,2400,Commanche,C7756,1
2840,27,11,170,21,1804,215,217,137,2664,Commanche,C7702,1
3304,36,13,268,13,1733,219,211,126,4917,Neota,C7201,0
3234,103,9,295,-28,1678,236,228,122,2722,Rawah,C7745,0
2375,209,14,127,56,700,208,253,177,631,Cache,C2704,2
2098,78,39,212,141,255,236,140,0,108,Cache,C2702,2
2968,152,25,295,124,6029,241,231,103,4190,Rawah,C7746,1
2847,142,11,67,7,4804,236,238,131,4555,Rawah,C7745,1
3209,86,9,424,106,192,234,225,122,2192,Neota,C8776,0
2903,159,4,277,50,3308,224,240,151,2592,Rawah,C4744,1
2596,120,5,285,60,2560,229,235,140,626,Commanche,C2703,2
3290,345,11,484,126,4189,199,223,163,1783,Commanche,C8772,0
2619,356,14,335,13,2713,197,214,154,2652,Commanche,C4703,1
3236,161,9,42,3,2925,230,242,144,633,Rawah,C7202,0
3145,49,19,270,108,2251,224,195,97,1074,Commanche,C7757,0
3080,30,23,297,97,1542,206,183,103,1554,Commanche,C7755,1
3384,326,12,782,92,2382,191,227,175,1155,Commanche,C7756,0
2458,264,21,190,36,124,163,245,218,331,Cache,C2717,2
3100,57,16,175,46,2893,229,206,105,5892,Rawah,C7745,0
3126,160,12,1187,212,3120,232,242,140,1517,Commanche,C7757,1
2617,73,6,30,-10,891,227,229,136,1558,Commanche,C7102,4
2141,187,31,256,122,577,207,244,148,283,Cache,C2702,2
3096,43,19,60,-4,2801,220,196,104,3968,Rawah,C7201,0
2938,156,23,636,272,2365,239,236,114,1825,Commanche,C2705,6
3010,97,10,30,3,1338,236,226,120,1405,Commanche,C7202,1
2848,111,19,285,52,872,249,216,87,607,Rawah,C7746,1
3103,91,12,270,86,1357,239,220,109,1173,Commanche,C7756,0
3248,0,16,108,16,2230,194,208,149,2607,Rawah,C7745,0
3096,297,7,85,9,1195,199,238,178,1595,Neota,C7700,0
3134,0,1,190,3,2735,217,236,156,969,Rawah,C7202,1
3313,333,18,300,103,1652,175,214,176,2858,Rawah,C7202,0
2770,9,14,175,29,1503,204,212,144,2536,Rawah,C7745,1
3240,343,31,666,137,1248,141,176,163,1588,Commanche,C8772,6
2961,143,7,120,7,1616,231,239,141,858,Commanche,C7756,1
3083,298,4,85,-1,3847,210,238,167,2003,Rawah,C7202,0
2732,194,15,60,18,1418,216,251,165,2160,Rawah,C4744,1
2800,117,8,534,70,2922,235,232,129,1749,Commanche,C7756,1
2898,29,12,108,3,636,216,214,133,1524,Commanche,C7756,1
3063,120,8,382,0,300,234,234,131,1463,Commanche,C7202,1
3280,192,14,488,143,849,218,250,162,4654,Neota,C7756,1
2541,109,21,255,72,987,250,212,80,671,Cache,C2702,2
3031,186,10,540,121,1917,222,247,158,2376,Commanche,C7756,1
3049,102,7,408,23,4750,232,231,132,1150,Rawah,C7745,0
3043,59,15,618,230,600,230,208,107,926,Commanche,C7757,1
2690,37,9,95,6,1852,220,219,134,5467,Rawah,C7745,1
2901,122,3,404,48,1728,225,237,147,2683,Commanche,C7755,1
3198,0,13,618,180,4512,200,215,152,2223,Rawah,C7745,0
2828,122,10,162,35,1127,238,232,124,3108,Commanche,C7755,1
3122,104,14,190,-3,1231,243,221,104,1107,Rawah,C7745,1
2773,192,18,85,5,1948,216,251,162,2550,Rawah,C7746,1
3083,58,4,510,-25,6352,223,230,143,2850,Rawah,C7745,1
3252,356,12,384,88,2484,200,218,155,2510,Commanche,C7700,0
3196,328,17,569,59,2134,177,218,179,721,Commanche,C7202,0
2762,112,5,150,9,1031,229,234,139,2356,Commanche,C4704,1
3100,177,13,127,-11,832,226,247,151,1641,Rawah,C7202,0
2828,306,21,277,74,2428,156,222,204,940,Commanche,C7700,1
2968,45,15,313,-16,4592,223,206,114,2242,Rawah,C7745,1
3454,162,3,607,85,2611,222,240,153,1573,Commanche,C8771,0
2795,53,12,319,41,1959,227,215,120,2888,Rawah,C4744,1
3063,37,5,408,75,2486,220,229,145,2093,Commanche,C7756,0
3010,99,17,0,0,757,245,215,93,2007,Rawah,C7745,0
3043,358,18,0,0,4945,189,204,150,272,Rawah,C7746,0
3405,19,15,300,47,1124,208,207,133,1651,Neota,C8776,0
2986,242,9,792,100,1249,202,248,183,1945,Commanche,C7756,1
2671,63,28,153,66,1142,231,171,53,1275,Commanche,C7757,1
3004,101,25,30,12,631,252,198,59,1879,Rawah,C7745,0
2975,239,10,450,66,5883,202,249,184,3042,Rawah,C7745,1
2813,192,16,0,0,1871,217,251,163,1209,Commanche,C4758,1
2949,138,19,212,82,6367,245,230,104,4122,Rawah,C7745,1
3262,162,5,295,28,306,224,241,151,780,Commanche,C7756,0
2850,95,8,42,0,2929,233,229,128,2659,Rawah,C4744,1
3033,310,7,306,-1,1860,200,235,175,1967,Commanche,C7755,1
3040,176,4,0,0,2900,221,241,156,492,Rawah,C7746,0
3156,247,7,201,24,1142,205,246,179,1798,Commanche,C7756,1
2578,11,14,60,-5,1514,205,212,142,2738,Commanche,C4704,1
2949,289,10,201,7,3546,192,239,187,6128,Rawah,C6101,1
3001,333,18,175,41,1398,176,214,176,2252,Rawah,C7745,0
3080,45,5,67,2,3427,222,228,142,1260,Rawah,C7745,1
3398,89,28,731,164,1994,248,182,43,1782,Rawah,C8776,0
3095,104,4,295,18,2538,226,234,143,1959,Commanche,C7756,0
2827,90,16,95,16,3618,243,212,94,6233,Rawah,C4744,1
2982,17,9,60,10,1456,213,221,145,1677,Commanche,C7755,1
3273,57,13,524,74,618,228,213,116,1191,Neota,C7202,0
3359,130,27,443,126,1897,252,213,69,1639,Rawah,C8772,6
2991,334,10,313,9,4941,197,227,169,5246,Rawah,C7745,1
2160,145,21,30,9,1482,244,232,107,242,Cache,C2704,3
3070,18,16,467,89,2280,206,205,133,2402,Commanche,C7700,0
3137,55,8,108,-11,1463,225,224,133,2262,Rawah,C7202,0
2959,292,9,268,132,5184,194,238,185,4983,Rawah,C4744,1
2737,351,22,60,20,1761,175,196,155,3313,Rawah,C7102,1
3023,154,20,649,210,2012,239,237,119,947,Commanche,C4758,1
3385,161,20,268,73,4406,236,240,125,3071,Commanche,C7757,0
3026,324,24,524,125,3355,153,206,190,1617,Commanche,C7700,1
2960,147,13,433,31,685,237,238,129,2173,Commanche,C7757,1
2852,28,15,426,118,170,213,207,127,1019,Commanche,C4704,1
2695,87,22,90,56,95,246,197,68,1812,Rawah,C7746,4
2899,333,22,313,86,2868,163,206,179,1758,Commanche,C7757,1
3245,270,2,277,34,1131,214,239,163,2493,Commanche,C7756,1
2841,355,26,319,135,2846,167,184,147,1864,Rawah,C7745,1
2864,121,23,782,230,2897,252,215,78,1740,Commanche,C4703,1
2719,174,11,228,-21,1500,227,246,150,1180,Rawah,C7745,1
3168,8,7,300,33,3006,212,227,152,1082,Rawah,C7745,1
2119,122,17,0,0,1187,247,224,100,1323,Cache,C6102,3
3050,143,12,30,4,3436,238,237,127,2492,Commanche,C7202,0
2895,65,23,300,-34,495,234,187,73,2066,Rawah,C7745,1
2633,304,27,120,53,1321,136,215,214,882,Commanche,C7757,5
3008,222,7,300,10,1924,211,247,173,810,Commanche,C7755,1
2942,243,12,0,0,1123,197,249,190,426,Commanche,C7202,1
2806,48,6,216,9,480,222,227,140,591,Rawah,C7746,4
3111,143,9,240,20,1477,234,238,135,3391,Commanche,C7757,0
3168,87,5,234,26,3142,227,231,138,4934,Rawah,C7745,0
3098,247,2,450,13,1221,215,240,162,1239,Neota,C7202,0
3165,15,25,30,10,1216,190,181,120,2638,Rawah,C7746,0
3391,308,11,408,46,1652,190,233,184,691,Commanche,C8771,6
3116,120,15,201,9,3861,245,226,105,1236,Rawah,C7745,0
3092,79,8,433,41,5121,231,225,126,1687,Rawah,C7102,0
2797,77,12,42,-2,1935,235,217,112,1565,Commanche,C4758,1
3154,329,23,255,95,3194,159,205,183,3000,Commanche,C7700,0
3127,152,18,127,49,67,239,238,121,2821,Neota,C7756,0
2082,227,12,150,24,725,202,251,184,892,Cache,C2703,2
3318,164,33,309,134,1806,229,228,102,433,Commanche,C8772,6
3343,137,8,624,109,1214,233,237,136,2249,Commanche,C7756,0
2329,332,6,277,115,1650,207,233,165,854,Cache,C2703,5
2876,121,15,85,12,2760,244,227,107,1959,Rawah,C7745,1
3449,342,11,759,54,2433,198,224,165,1468,Commanche,C7756,0
2972,145,8,60,0,4817,231,239,140,4879,Rawah,C7745,0
3107,220,19,192,24,1862,194,254,191,616,Rawah,C7201,0
2833,121,15,124,32,2896,244,227,107,2306,Rawah,C7745,1
3234,308,16,216,55,4386,175,228,193,1468,Rawah,C8771,0
3164,344,18,437,100,3776,182,210,165,1852,Commanche,C8772,0
2718,120,7,234,24,1959,232,235,136,6206,Rawah,C4744,1
3037,245,14,120,25,2308,190,250,197,1702,Commanche,C7202,1
3050,167,16,150,16,5879,232,244,138,2322,Rawah,C7745,1
2510,116,17,150,24,323,247,221,96,1288,Commanche,C4703,2
3180,351,11,660,64,1914,199,221,159,2496,Commanche,C7755,0
2992,188,13,153,18,1695,220,249,160,3630,Rawah,C7201,0
3080,35,16,30,8,1804,216,202,117,1717,Commanche,C7202,1
2834,115,13,120,29,2202,242,227,113,2471,Rawah,C7745,1
2807,153,11,319,9,451,233,241,138,499,Rawah,C7746,4
3043,207,19,90,22,3247,204,254,179,1307,Commanche,C7757,1
3387,136,16,124,34,2503,244,232,111,400,Commanche,C8772,6
3093,60,15,190,25,888,231,207,104,2112,Rawah,C7745,0
2831,117,10,42,6,1724,237,231,125,2440,Rawah,C7745,1
3284,353,8,182,36,1364,207,227,158,642,Rawah,C8771,0
3228,51,10,618,73,4487,225,218,126,2458,Rawah,C7745,0
3127,183,9,108,5,2232,223,246,157,735,Commanche,C7756,1
3192,4,15,351,55,2188,199,210,147,644,Commanche,C7202,0
3218,126,18,201,65,1501,247,226,101,2591,Rawah,C7746,0
3077,48,12,60,2,5314,224,214,121,2865,Rawah,C7201,0
2660,62,21,30,6,1499,233,192,82,1084,Commanche,C4758,1
3100,317,12,366,60,5011,189,230,181,601,Rawah,C7745,1
2985,215,12,600,85,5731,208,251,178,3962,Rawah,C7745,1
2536,56,16,324,50,474,229,205,105,1207,Commanche,C2703,2
2672,304,16,330,2,1358,175,230,195,5671,Rawah,C7745,1
3103,339,13,218,45,4810,191,221,168,2946,Rawah,C7746,0
3086,344,9,0,0,6925,203,226,162,2780,Rawah,C7102,1
3380,233,17,362,125,3448,189,253,198,661,Rawah,C8772,0
3075,305,13,551,35,5178,184,233,189,677,Rawah,C7745,1
2345,118,20,95,23,124,249,218,88,636,Commanche,C2705,2
3313,287,41,234,44,3354,78,200,243,1812,Rawah,C8772,0
3263,161,9,218,-20,2886,229,242,145,247,Commanche,C7201,0
2404,47,11,60,4,892,224,217,126,1357,Commanche,C4703,5
3239,9,8,120,13,4561,211,224,150,404,Rawah,C8771,0
2960,324,12,162,30,1468,189,227,177,3270,Rawah,C7201,0
3042,219,21,309,134,1999,192,254,192,2021,Commanche,C7202,1
3008,189,19,228,25,2318,218,251,159,3059,Commanche,C7757,1
3004,65,5,582,85,5218,225,230,140,5586,Rawah,C4744,1
3186,131,5,42,4,4237,228,237,143,811,Commanche,C7202,0
3020,146,9,335,64,4019,233,239,138,2497,Rawah,C7745,1
2777,131,9,134,15,618,235,235,132,2659,Commanche,C4704,1
2912,165,25,400,136,2083,233,239,122,1950,Commanche,C4758,1
2147,306,30,120,69,1463,125,208,216,771,Cache,C4703,2
3362,338,11,30,3,5104,196,225,167,3660,Commanche,C8771,6
3245,257,6,408,-85,534,205,244,177,3342,Neota,C7202,1
2602,317,24,175,79,1040,149,210,198,569,Commanche,C7757,5
2818,222,13,108,22,2024,204,252,183,2200,Commanche,C7702,1
3091,128,6,60,0,1573,230,236,140,3211,Commanche,C7202,0
2964,74,20,228,52,876,239,199,82,805,Rawah,C7201,1
3187,139,5,0,0,5444,228,238,144,2995,Rawah,C7202,1
2725,341,16,67,14,1544,184,214,168,1275,Commanche,C4703,4
3044,140,12,467,-14,1121,237,236,128,1425,Rawah,C7745,1
3032,146,9,42,5,1470,232,239,139,953,Commanche,C7756,1
3389,131,14,509,156,2049,242,231,115,1533,Rawah,C8703,6
2913,207,31,256,97,1290,184,250,182,95,Commanche,C4758,1
3179,120,20,283,79,1673,249,219,90,1575,Rawah,C7745,1
3113,241,12,765,297,1652,196,250,191,552,Commanche,C4758,1
3084,149,20,295,76,730,241,235,114,1376,Commanche,C7201,1
2593,139,10,30,-5,726,236,237,131,1511,Commanche,C7102,4
2889,14,27,234,45,1027,185,175,117,1770,Commanche,C7700,1
2435,87,28,201,48,759,247,183,46,659,Cache,C2702,2
3030,62,9,85,-6,2817,228,221,125,376,Rawah,C7201,0
3027,75,13,95,9,3395,235,216,110,330,Rawah,C7745,0
3027,74,16,450,82,4307,237,208,98,1795,Rawah,C7745,1
3209,111,10,382,100,234,237,229,122,2212,Neota,C8776,0
3270,16,17,730,194,914,203,203,133,2125,Commanche,C7757,1
3204,309,35,150,33,2214,104,193,217,3063,Rawah,C7745,0
3423,83,15,301,111,2405,239,213,101,1914,Commanche,C8772,6
2602,45,6,85,3,726,222,226,139,5723,Rawah,C7745,1
2769,79,31,60,-15,175,242,167,31,1411,Rawah,C7745,4
3261,227,8,693,-8,3909,209,248,175,1230,Commanche,C7757,1
3155,33,17,390,49,2227,214,201,118,1490,Commanche,C7756,1
3045,320,16,85,15,2989,176,223,186,547,Rawah,C7202,0
2629,28,5,283,25,1830,218,230,148,800,Commanche,C2703,2
3289,274,12,313,94,5050,187,243,195,1224,Rawah,C7745,1
2945,135,1,67,5,2058,220,238,154,361,Commanche,C7756,0
2739,2,16,42,7,2820,195,207,147,481,Commanche,C7757,1
2866,310,12,216,68,3214,187,232,185,509,Commanche,C7756,1
2887,102,15,612,116,1020,243,220,102,2577,Commanche,C4704,1
2995,313,15,134,11,2610,177,227,190,2372,Commanche,C7757,0
3210,225,5,30,-3,210,213,245,169,891,Neota,C6101,1
2699,143,19,60,11,2400,244,232,108,2120,Rawah,C7746,1
3082,293,9,0,0,2665,195,238,183,541,Commanche,C7202,0
3083,143,20,319,67,1782,244,231,107,2202,Commanche,C7757,0
2945,47,12,636,-16,942,224,213,121,612,Commanche,C7755,1
2879,47,15,270,27,433,224,206,112,1789,Commanche,C7756,0
3008,321,3,384,38,1400,212,236,163,2097,Commanche,C7756,1
3127,271,23,573,216,5597,154,240,222,1189,Rawah,C7745,1
3148,295,15,342,1,2605,176,235,198,379,Commanche,C7202,0
3037,130,8,228,82,4121,233,236,135,2144,Rawah,C7746,1
3328,79,15,603,37,1914,238,212,101,2886,Neota,C7202,1
3165,108,14,509,121,3976,244,222,104,2718,Rawah,C7746,1
2785,84,20,67,21,1825,244,200,77,1214,Commanche,C7201,1
3168,158,17,95,0,3061,236,240,128,3361,Rawah,C7201,0
2963,9,19,212,104,1082,195,198,136,3441,Commanche,C7700,0
2983,56,11,212,38,2894,227,217,122,1440,Commanche,C7757,0
3158,153,14,95,16,3463,236,240,131,1579,Commanche,C7756,1
2925,0,26,330,76,2362,172,181,139,1292,Commanche,C4758,1
2942,225,9,417,49,5870,208,249,178,6094,Rawah,C7745,1
3254,142,24,600,152,488,246,226,93,4472,Neota,C7701,1
2024,237,36,30,18,297,134,243,227,335,Cache,C2702,2
3018,167,13,400,81,2641,231,244,143,949,Commanche,C4758,0
3064,27,11,319,61,1031,216,216,136,1290,Commanche,C7756,1
2991,77,8,579,65,4981,230,226,129,6137,Rawah,C4744,1
2988,64,30,319,121,1741,232,166,46,2755,Commanche,C7757,0
2922,61,19,120,55,6108,232,198,91,4348,Rawah,C7745,1
2814,347,30,283,116,1250,150,178,157,1699,Commanche,C7700,1
2759,262,3,379,1,2539,211,241,168,5883,Rawah,C4744,1
3185,279,27,845,264,3376,137,232,229,2389,Commanche,C7709,1
2617,29,13,390,128,2081,215,211,130,592,Commanche,C2703,1
2817,49,22,579,270,1347,223,187,88,912,Commanche,C4758,1
3074,11,28,805,50,2619,179,173,120,2250,Commanche,C7700,1
2413,213,5,67,-4,760,216,244,165,1065,Commanche,C2703,2
3173,44,18,391,135,3416,221,198,105,1744,Commanche,C7755,0
2885,321,25,150,45,1537,147,205,194,1209,Commanche,C7757,0
2560,334,13,67,6,2083,189,222,172,2178,Commanche,C4703,1
3309,299,16,573,82,4546,174,232,198,1103,Commanche,C8772,0
2982,225,3,480,22,1866,215,242,164,942,Commanche,C7756,0
3203,167,11,283,26,2188,229,244,145,1722,Commanche,C7755,1
3204,27,10,390,56,5472,216,219,138,2489,Rawah,C7745,1
2989,82,12,0,0,2078,237,219,111,3328,Commanche,C7702,0
3315,121,20,242,45,3225,250,219,89,1124,Commanche,C7201,0
2976,178,22,1006,179,2614,224,246,143,1347,Commanche,C4758,1
3167,145,13,95,18,1224,238,238,128,1928,Neota,C7202,0
2907,335,29,95,29,5313,141,186,176,1062,Rawah,C7745,1
3243,307,12,467,178,3178,187,233,186,3250,Commanche,C7755,1
2854,106,22,108,35,2214,251,208,74,1230,Commanche,C4703,1
3143,146,21,391,123,2925,244,232,106,1288,Commanche,C7757,1
3191,292,16,457,95,1557,174,236,201,2483,Commanche,C7757,0
3317,102,15,558,136,3961,244,219,99,1106,Commanche,C7757,0
3174,81,3,30,3,5014,223,234,146,2349,Rawah,C7745,0
3027,65,13,210,36,5541,232,214,112,4832,Rawah,C7745,0
2731,142,18,30,6,1415,243,233,112,1423,Commanche,C7101,4
2561,56,5,270,7,842,223,229,141,573,Rawah,C7746,1
2423,78,14,362,33,872,237,214,105,865,Cache,C2703,2
3304,29,5,0,0,4323,218,229,147,3902,Rawah,C8771,6
3260,240,14,570,76,451,193,251,194,1616,Neota,C7202,0
3329,291,8,361,61,3271,197,239,181,1702,Rawah,C8772,0
2792,89,22,212,56,3046,247,200,72,1405,Commanche,C4703,1
3067,251,11,690,68,5666,196,248,189,3529,Rawah,C7745,0
3373,172,5,1040,171,2837,223,242,154,1513,Commanche,C8771,6
3021,9,17,400,162,1207,198,203,139,3538,Commanche,C7700,0
3161,44,15,201,46,4231,222,207,116,3648,Rawah,C7201,0
2772,144,25,295,135,1549,246,225,92,1222,Commanche,C4758,1
2084,71,19,518,123,595,237,200,87,240,Cache,C2706,2
3198,240,19,390,87,5816,181,252,205,3035,Rawah,C7745,1
2735,23,16,484,78,525,209,204,128,981,Commanche,C4704,1
3176,134,16,323,74,234,244,231,111,4549,Neota,C7201,1
3021,36,12,624,56,5468,219,213,128,5586,Rawah,C4744,1
2843,209,28,124,47,1320,187,252,185,2742,Commanche,C2705,4
3288,359,12,426,98,2737,202,218,153,2353,Commanche,C7700,0
3087,252,7,547,16,2630,205,245,178,1116,Commanche,C7756,0
